City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,San Francisco,US,37.7749,-122.4194,62.47,92,75,1.99,broken clouds
327,Lobito,AO,-12.3481,13.5456,75.92,72,62,9.22,broken clouds
328,Avera,US,33.194,-82.5271,77.4,74,1,5.12,clear sky
329,Talcahuano,CL,-36.7167,-73.1167,35.28,93,0,4.61,clear sky
330,Milkovo,RU,54.7167,158.6167,50.54,78,97,5.21,overcast clouds
331,Marsh Harbour,BS,26.5412,-77.0636,83.19,71,3,9.1,clear sky
332,Carnarvon,AU,-24.8667,113.6333,68.07,81,90,4.61,overcast clouds
333,Nouadhibou,MR,20.931,-17.0347,69.37,89,1,16.6,clear sky
334,Meulaboh,ID,4.1363,96.1285,80.98,83,100,8.28,overcast clouds
335,Sinnamary,GF,5.3833,-52.95,82.49,75,63,8.75,broken clouds
336,Frankenberg,DE,51.0667,8.8,70.56,45,100,13.69,overcast clouds
337,Whitefish,US,48.4111,-114.3376,58.5,95,90,3.44,light rain
338,Laguna,US,38.421,-121.4238,72.01,80,1,1.99,clear sky
339,Boundiali,CI,9.5217,-6.4869,81.73,69,94,4.7,light rain
340,Yaan,NG,7.3833,8.5667,77.4,84,100,10.29,light rain
341,Bangassou,CF,4.7413,22.8184,83.19,60,100,0.74,overcast clouds
342,Vestmannaeyjar,IS,63.4427,-20.2734,61.79,72,0,11.5,clear sky
343,Port Hedland,AU,-20.3167,118.5667,64.45,82,2,0.0,clear sky
344,Sao Filipe,CV,14.8961,-24.4956,79.99,80,34,11.32,scattered clouds
345,Punta Alta,AR,-38.8759,-62.0736,48.29,55,100,4.83,overcast clouds
346,Linda,US,39.1277,-121.5508,75.9,71,40,0.0,scattered clouds
347,Lata,PT,40.1629,-8.3327,82.04,27,0,9.33,clear sky
348,Sobolevo,RU,54.4299,31.8996,76.28,45,100,4.0,overcast clouds
349,Kemijarvi,FI,66.7131,27.4306,63.12,55,100,14.29,overcast clouds
350,Mariental,NA,-24.6333,17.9667,84.15,10,4,15.03,clear sky
351,Sikonge,TZ,-5.6333,32.7667,88.65,20,25,5.28,scattered clouds
352,Brownwood,US,31.7093,-98.9912,78.12,77,53,14.45,broken clouds
353,Pocone,BR,-16.2567,-56.6228,88.65,26,5,11.9,clear sky
354,Porto Torres,IT,40.835,8.3972,84.38,59,100,10.49,light rain
355,La Palma,US,33.8464,-118.0467,70.5,85,90,1.01,overcast clouds
356,Saravena,CO,6.9538,-71.8752,76.42,85,100,0.94,moderate rain
357,Gorontalo,ID,0.5412,123.0595,74.98,94,63,2.59,moderate rain
358,Vasilyevskiy Mokh,RU,57.0132,35.919,77.58,47,0,6.76,clear sky
359,Formosa,AR,-26.1775,-58.1781,78.78,36,0,18.41,clear sky
360,Caravelas,BR,-17.7125,-39.2481,73.67,70,30,11.25,scattered clouds
361,Northam,GB,51.0333,-4.2167,68.41,80,42,19.6,scattered clouds
362,Bani,DO,18.2833,-70.3333,83.86,57,0,9.86,clear sky
363,Mmabatho,ZA,-25.85,25.6333,80.56,17,0,8.05,clear sky
364,Bacolod,PH,10.6667,122.95,79.25,88,100,6.6,light rain
365,Marsaxlokk,MT,35.8419,14.5431,88.41,62,0,14.97,clear sky
366,Ayr,GB,55.4627,-4.6339,64.38,77,40,9.22,scattered clouds
367,Grande Prairie,CA,55.1667,-118.8027,51.98,87,75,9.22,broken clouds
368,Lavrentiya,RU,65.5833,-171.0,42.48,89,100,13.29,overcast clouds
369,Lasa,IT,46.6166,10.7002,74.28,84,81,5.66,broken clouds
370,Waw,SS,7.7029,27.9953,80.89,80,100,2.66,moderate rain
371,Penarroya-Pueblonuevo,ES,38.3,-5.2667,86.45,14,0,6.78,clear sky
372,Palmer,US,42.1584,-72.3287,75.47,74,90,4.61,overcast clouds
373,Sisimiut,GL,66.9395,-53.6735,41.49,91,100,5.66,overcast clouds
374,San Patricio,US,28.017,-97.5169,85.86,84,0,6.29,clear sky
375,Davila,PH,18.4726,120.5763,82.35,83,100,15.57,light rain
376,Yantzaza,EC,-3.8278,-78.7594,67.86,78,82,0.47,broken clouds
377,Dosso,NE,13.049,3.1937,91.74,48,99,15.17,overcast clouds
378,Flinders,AU,-34.5833,150.8552,55.8,76,100,1.01,overcast clouds
379,Sitka,US,57.0531,-135.33,57.09,88,90,5.75,overcast clouds
380,Kuytun,RU,54.3419,101.5036,62.94,50,79,3.51,broken clouds
381,Nisia Floresta,BR,-6.0911,-35.2086,79.18,60,79,18.03,broken clouds
382,Balkhash,KZ,46.844,74.9804,81.25,37,11,12.17,few clouds
383,Arcata,US,40.8665,-124.0828,59.74,97,90,0.0,fog
384,Agnibilekrou,CI,7.1344,-3.2047,75.81,81,100,3.44,overcast clouds
385,Novaya Ladoga,RU,60.1025,32.3019,69.53,73,52,2.59,broken clouds
386,Moose Factory,CA,51.2585,-80.6094,60.8,67,1,5.75,clear sky
387,Nikolayevsk-Na-Amure,RU,53.1406,140.73,49.24,95,100,3.36,overcast clouds
388,Umm Lajj,SA,25.0213,37.2685,97.02,37,0,9.98,clear sky
389,Codrington,AU,-38.2667,141.9667,52.72,60,100,7.07,overcast clouds
390,Manta,EC,-0.95,-80.7333,71.38,83,90,8.05,overcast clouds
391,Fairbanks,US,64.8378,-147.7164,56.61,92,90,4.61,overcast clouds
392,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.77,34,21,5.55,few clouds
393,Dolores,AR,-36.3132,-57.6792,49.33,60,100,11.92,moderate rain
394,Southbridge,US,42.0751,-72.0334,75.63,83,100,6.69,overcast clouds
395,Padang,ID,-0.9492,100.3543,80.65,85,97,1.63,light rain
396,Arona,ES,28.0996,-16.681,73.71,75,75,3.0,broken clouds
397,Roebourne,AU,-20.7833,117.1333,70.07,67,0,5.61,light rain
398,Gat,IL,31.61,34.7642,93.4,45,0,13.58,clear sky
399,Obihiro,JP,42.9172,143.2044,62.01,97,100,2.46,overcast clouds
400,Alugan,PH,12.2188,125.4808,80.83,80,100,5.7,overcast clouds
401,Hede,CN,33.7681,120.2517,74.28,82,0,1.14,light rain
402,Panjab,AF,34.388,67.0233,69.17,28,71,15.68,broken clouds
403,Klaksvik,FO,62.2266,-6.589,56.32,92,96,11.97,overcast clouds
404,Grimshaw,CA,56.1834,-117.6027,52.02,93,20,4.61,few clouds
405,Malindi,KE,-3.2175,40.1191,78.98,66,10,16.15,clear sky
406,Abilene,US,32.4487,-99.7331,78.49,78,1,3.0,clear sky
407,Montepuez,MZ,-13.1256,38.9997,84.83,25,3,6.98,clear sky
408,Wiarton,CA,44.7407,-81.1332,72.23,94,90,6.91,mist
409,Borovoy,RU,55.4333,86.0833,72.68,68,40,2.24,light rain
410,Broome,US,42.2506,-75.833,75.2,87,1,1.01,clear sky
411,Tiznit,MA,29.5833,-9.5,81.23,44,0,12.24,clear sky
412,Ulagan,RU,50.6321,87.9563,64.89,56,100,3.24,overcast clouds
413,Kismayo,SO,-0.3582,42.5454,79.9,70,72,18.92,broken clouds
414,Dunedin,NZ,-45.8742,170.5036,35.98,84,72,11.86,broken clouds
415,Murgab,TM,37.4966,61.9714,105.67,18,0,11.5,clear sky
416,Antofagasta,CL,-23.65,-70.4,58.28,75,84,7.63,broken clouds
417,Tatawin,TN,32.9297,10.4518,117.48,7,0,8.39,clear sky
418,Wawa,NG,9.9022,4.4192,85.03,61,99,4.0,overcast clouds
419,Rawson,AR,-43.3002,-65.1023,44.55,54,0,9.4,clear sky
420,Puerto Asis,CO,0.5133,-76.5007,75.76,75,90,0.76,overcast clouds
421,Chiman,PK,32.5463,73.8138,82.54,39,3,6.55,clear sky
422,Poya,NC,-21.35,165.15,63.86,80,59,8.16,broken clouds
423,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,72,53,16.4,broken clouds
424,Wagar,SD,16.1525,36.2032,90.18,47,98,7.54,overcast clouds
425,Artesia,US,33.8658,-118.0831,70.48,85,90,1.01,overcast clouds
426,Gambela,ET,8.25,34.5833,81.73,69,100,3.76,light rain
427,Kedrovyy,RU,56.1667,91.8167,64.81,72,95,4.32,overcast clouds
428,Chandbali,IN,20.7833,86.7667,88.21,66,100,9.75,overcast clouds
429,Sidney,AU,-33.8679,151.2073,53.11,89,75,5.75,light rain
430,North Platte,US,41.1239,-100.7654,60.69,94,20,5.75,mist
431,Buin,CL,-33.7333,-70.75,50.32,85,92,2.51,moderate rain
432,Morgan City,US,29.6994,-91.2068,82.0,94,40,0.0,scattered clouds
433,Chiredzi,ZW,-21.05,31.6667,82.29,27,0,6.93,clear sky
434,Kurchum,KZ,48.5722,83.6542,81.57,26,9,2.1,clear sky
435,Maceio,BR,-9.6658,-35.7353,80.04,65,75,13.8,broken clouds
436,Lampazos De Naranjo,MX,27.0167,-100.5167,78.13,69,0,6.24,clear sky
437,Sunrise Manor,US,36.2111,-115.0731,84.61,17,1,5.75,smoke
438,Berlevag,NO,70.8578,29.0864,64.31,54,7,10.96,clear sky
439,Riyadh,SA,24.6877,46.7219,111.34,9,49,9.04,scattered clouds
440,Rabaul,PG,-4.1967,152.1721,79.29,80,100,4.07,overcast clouds
441,Inzer,RU,54.2167,57.5556,72.84,45,4,9.04,clear sky
442,Keti Bandar,PK,24.1447,67.4497,83.07,71,100,14.27,overcast clouds
443,Constitucion,CL,-35.3333,-72.4167,45.82,67,100,5.26,overcast clouds
444,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,84.38,37,9,12.24,clear sky
445,Beringovskiy,RU,63.05,179.3167,43.41,89,100,25.3,light rain
446,Prainha,BR,-1.8,-53.48,83.97,59,3,5.14,clear sky
447,Saint Peter,BB,13.25,-59.6167,80.91,76,85,19.53,overcast clouds
448,Tura,IN,25.5198,90.2201,76.28,97,80,5.48,broken clouds
449,Kisangani,CD,0.5167,25.2,91.44,37,18,4.76,few clouds
450,Olinda,BR,-8.0089,-34.8553,80.33,65,40,16.11,scattered clouds
451,Puerto Penasco,MX,31.3167,-113.5333,85.91,84,3,14.0,clear sky
452,Manavalakurichi,IN,8.1333,77.3,80.69,84,77,15.88,light rain
453,Nokaneng,BW,-19.6667,22.2667,87.01,8,0,6.8,clear sky
454,Rio Gallegos,AR,-51.6226,-69.2181,37.45,81,0,13.8,clear sky
455,Port Hardy,CA,50.6996,-127.4199,55.76,93,100,7.76,overcast clouds
456,Kirovskiy,RU,45.0917,133.5136,59.5,87,61,6.46,broken clouds
457,Andapa,MG,-14.65,49.65,73.06,66,54,5.01,broken clouds
458,Pangnirtung,CA,66.1451,-65.7125,42.15,84,97,4.38,overcast clouds
459,Honiara,SB,-9.4333,159.95,77.29,88,99,3.58,overcast clouds
460,Valley City,US,46.9233,-98.0032,68.74,100,90,0.0,mist
461,Amboasary,MG,-25.0333,46.3833,75.04,62,0,10.04,clear sky
462,Askoy,NO,60.4092,5.226,68.76,49,40,5.75,scattered clouds
463,Necochea,AR,-38.5473,-58.7368,51.42,53,99,6.93,overcast clouds
464,Round Rock,US,30.5083,-97.6789,80.19,85,1,1.01,clear sky
465,Alikovo,RU,55.7383,46.7549,82.27,30,100,8.16,overcast clouds
466,Kousseri,CM,12.0769,15.0306,87.15,58,66,10.38,broken clouds
467,Pangody,RU,65.85,74.4859,75.74,46,0,13.62,clear sky
468,Mitzic,GA,0.7821,11.549,82.54,57,86,3.8,overcast clouds
469,Carlisle,US,40.2015,-77.1889,75.63,73,44,1.01,scattered clouds
470,Sayat,TM,38.7839,63.8803,103.87,7,0,21.43,clear sky
471,Morristown,US,36.214,-83.2949,70.5,63,92,1.01,overcast clouds
472,Vilhena,BR,-12.7406,-60.1458,77.22,44,0,11.5,clear sky
473,Impfondo,CG,1.6381,18.0667,93.2,36,81,3.71,broken clouds
474,Belaya Gora,RU,68.5333,146.4167,55.18,52,54,7.05,broken clouds
475,Port Augusta,AU,-32.5,137.7667,51.94,55,0,5.48,clear sky
476,Naro Moru,KE,-0.1676,37.0213,63.46,74,99,5.55,moderate rain
477,Brookhaven,US,31.5791,-90.4407,78.8,78,5,3.24,clear sky
478,Karema,TZ,-6.8205,30.4389,82.06,41,3,9.19,clear sky
479,Xianshuigu,CN,38.985,117.3828,82.4,83,100,2.24,mist
480,Lagoa,PT,39.05,-27.9833,70.7,78,90,15.19,overcast clouds
481,Hovd,MN,48.0056,91.6419,67.42,40,100,5.01,overcast clouds
482,Nabire,ID,-3.3667,135.4833,76.3,91,100,3.02,overcast clouds
483,Hearst,CA,49.6835,-83.6665,55.65,72,100,8.03,overcast clouds
484,Yamada,JP,39.4667,141.95,76.59,98,100,8.55,overcast clouds
485,Buenavista,PH,8.9769,125.4089,75.16,92,100,4.54,overcast clouds
486,Numan,NG,9.4667,12.0333,87.87,53,96,10.45,overcast clouds
487,Bubaque,GW,11.2833,-15.8333,79.5,73,44,8.88,scattered clouds
488,Parrita,CR,9.5201,-84.3225,85.98,78,20,2.46,few clouds
489,Loyga,RU,61.0784,44.6075,54.21,92,100,7.76,overcast clouds
490,Chicama,PE,-7.8447,-79.1469,61.34,82,52,3.98,broken clouds
491,Kautokeino,NO,69.0125,23.0412,67.75,40,31,17.58,scattered clouds
492,Bedele,ET,8.456,36.353,66.24,75,100,5.75,light rain
493,Saint-Pierre,RE,-21.3393,55.4781,80.28,57,0,4.61,clear sky
494,Zurrieq,MT,35.8311,14.4742,87.31,62,0,14.97,clear sky
495,Upata,VE,8.0086,-62.3989,78.19,85,100,4.41,overcast clouds
496,Thinadhoo,MV,0.5333,72.9333,83.25,73,100,6.89,overcast clouds
497,Kulhudhuffushi,MV,6.6221,73.07,80.02,71,100,20.04,light rain
498,Worthing,GB,50.8145,-0.3713,67.95,61,40,15.01,scattered clouds
499,Mago,RU,53.2514,140.1822,48.43,93,100,4.21,overcast clouds
500,Florianopolis,BR,-27.6146,-48.5012,66.25,77,0,9.22,clear sky
501,Parkes,AU,-33.1333,148.1833,49.32,71,45,11.86,scattered clouds
502,Gilgit,PK,35.9221,74.3087,81.1,47,86,6.98,light rain
503,Dickinson,US,29.4608,-95.0513,85.03,84,20,0.0,few clouds
504,Marrakesh,MA,31.6315,-8.0083,84.27,45,0,6.91,clear sky
505,Dukat,RU,62.55,155.55,47.19,86,95,4.25,overcast clouds
506,Nur,PL,52.6683,22.3221,73.78,73,98,11.92,overcast clouds
507,Kralendijk,BQ,12.15,-68.2667,85.98,70,40,9.22,scattered clouds
508,Missoula,US,47.0166,-113.8009,55.8,81,52,3.78,broken clouds
509,Banda Aceh,ID,5.5577,95.3222,81.36,81,100,8.08,overcast clouds
510,Bowen,AU,-20.0167,148.2333,67.3,78,30,14.54,scattered clouds
511,Hasaki,JP,35.7333,140.8333,79.2,91,100,11.36,overcast clouds
512,Dongfeng,CN,42.6403,125.5118,68.04,72,0,5.32,clear sky
513,Iquitos,PE,-3.7481,-73.2472,78.84,83,0,5.75,clear sky
514,Dalen,NL,52.6992,6.7556,68.86,69,100,19.17,overcast clouds
515,Malatya,TR,38.5,38.0,86.05,27,75,4.61,broken clouds
516,Purpe,RU,64.4803,76.6897,77.79,44,14,6.46,few clouds
517,Mahajanga,MG,-15.7167,46.3167,80.62,57,20,11.5,few clouds
518,Sabang,ID,5.8933,95.3214,83.43,77,100,12.64,overcast clouds
519,Hwange,ZW,-18.3693,26.5019,83.66,18,0,6.44,clear sky
520,Harper,LR,4.375,-7.7169,80.69,70,100,9.53,light rain
521,Port Lincoln,AU,-34.7333,135.8667,54.34,76,27,9.98,scattered clouds
522,Takoradi,GH,4.8845,-1.7554,81.21,70,92,13.4,overcast clouds
523,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,90,75,8.05,broken clouds
524,Sylacauga,US,33.1732,-86.2516,77.27,93,90,0.0,overcast clouds
525,Ratnagiri,IN,16.9833,73.3,81.77,81,100,5.79,overcast clouds
526,Mitu,CO,1.1983,-70.1733,77.13,81,75,1.12,broken clouds
527,Bara,NG,10.3744,10.7288,85.78,70,100,12.62,overcast clouds
528,Tigil,RU,57.8,158.6667,43.7,90,24,5.26,few clouds
529,Ambon,ID,-3.6954,128.1814,75.34,100,40,4.61,scattered clouds
530,Pacific Grove,US,36.6177,-121.9166,58.57,94,90,1.99,overcast clouds
531,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,9.22,scattered clouds
532,Kongoussi,BF,13.3258,-1.5347,91.76,41,100,5.61,overcast clouds
533,Jackson,US,42.4165,-122.8345,67.87,75,90,5.75,overcast clouds
534,La Ronge,CA,55.1001,-105.2842,57.42,94,90,2.3,overcast clouds
535,Rolla,US,37.9514,-91.7713,75.94,79,20,5.99,few clouds
536,Malya,TZ,-2.9833,33.5167,84.74,27,95,6.6,overcast clouds
537,Pacasmayo,PE,-7.4006,-79.5714,64.09,81,61,8.3,broken clouds
538,Nacala,MZ,-14.5428,40.6728,81.72,47,75,16.11,broken clouds
539,Griffith,US,41.5284,-87.4237,78.89,84,1,5.01,clear sky
540,Kieta,PG,-6.2167,155.6333,77.18,85,98,5.12,light rain
541,Swift Current,CA,50.2834,-107.8014,59.81,72,90,12.66,overcast clouds
542,Moron,AR,-34.6534,-58.6198,55.96,75,84,8.99,broken clouds
543,Bere,TD,9.3202,16.1552,77.54,81,95,3.87,overcast clouds
544,Kourou,GF,5.1552,-52.6478,87.12,71,48,9.13,scattered clouds
545,Puerto Carreno,CO,6.189,-67.4859,77.56,82,76,2.62,broken clouds
546,Omsukchan,RU,62.5333,155.8,48.85,83,78,4.45,broken clouds
547,Sheboygan,US,43.7333,-87.9334,72.68,94,75,1.01,broken clouds
548,De Aar,ZA,-30.6497,24.0123,75.88,10,7,31.27,clear sky
549,Holland,US,42.7875,-86.1089,74.41,74,1,1.99,mist
550,Hailey,US,43.5196,-114.3153,53.46,66,1,11.5,clear sky
551,Sursk,RU,53.0754,45.6846,87.04,29,100,7.05,overcast clouds
552,Langsa,ID,4.4683,97.9683,76.03,95,81,1.79,broken clouds
553,Serebryansk,KZ,49.6925,83.2892,72.95,49,38,4.52,scattered clouds
554,Nogliki,RU,51.8333,143.1667,52.54,89,100,8.25,overcast clouds
555,Ailigandi,PA,9.2333,-78.0167,78.1,87,100,4.68,overcast clouds
556,Rafraf,TN,37.1904,10.1837,93.51,68,24,11.43,few clouds
557,Ponta Delgada,PT,37.7333,-25.6667,75.92,53,75,11.5,broken clouds
558,Liverpool,GB,53.4106,-2.9779,64.85,76,75,7.0,broken clouds
559,Dwarka,IN,22.2394,68.9678,82.96,71,93,11.77,overcast clouds
560,Mitsamiouli,KM,-11.3847,43.2844,77.49,65,16,7.38,light rain
561,Lucea,JM,18.451,-78.1736,85.86,74,10,5.79,clear sky
562,Rawlins,US,41.7911,-107.2387,61.02,44,1,4.61,haze
563,Sakakah,SA,29.9697,40.2064,105.21,8,0,12.41,clear sky
564,Siljan,NO,59.2884,9.71,72.86,46,76,6.89,broken clouds
565,Lundazi,ZM,-12.2929,33.1782,80.71,25,0,10.45,clear sky
566,Berbera,SO,10.4396,45.0143,93.13,47,0,10.54,clear sky
567,Sambava,MG,-14.2667,50.1667,75.06,67,7,13.27,clear sky
568,Matay,EG,28.419,30.7792,103.8,12,0,12.41,clear sky
569,Siemiatycze,PL,52.4272,22.8623,73.26,77,100,11.72,overcast clouds
570,Issoudun,FR,47.0,1.8333,71.51,49,75,19.57,broken clouds
571,Buckeye,US,33.3703,-112.5838,90.5,49,0,5.26,clear sky
572,Trelew,AR,-43.249,-65.3051,44.26,52,0,8.37,clear sky
573,Sept-Iles,CA,50.2001,-66.3821,63.25,54,20,7.0,few clouds
574,Coihaique,CL,-45.5752,-72.0662,37.35,75,20,3.44,few clouds
575,Port-Cartier,CA,50.0334,-66.8654,62.92,49,18,7.16,few clouds
576,Cortez,US,37.3489,-108.5859,60.42,61,1,4.61,haze
577,Kangasala,FI,61.4638,24.076,70.86,55,100,8.14,overcast clouds
578,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,53.47,78,100,5.41,overcast clouds
579,Vwawa,TZ,-9.1167,32.9333,79.95,23,9,5.55,clear sky
580,Kristiinankaupunki,FI,62.2743,21.376,64.6,74,100,15.3,overcast clouds
581,Sola,VU,-13.8833,167.55,75.56,88,100,14.79,moderate rain
582,Phalombe,MW,-15.8064,35.6507,78.71,29,16,6.06,few clouds
583,Arlit,NE,18.7369,7.3853,104.25,19,98,8.75,overcast clouds
584,Aksu,CN,41.1231,80.2644,87.03,25,25,8.25,scattered clouds
585,Korla,CN,41.7597,86.1469,89.31,23,100,1.14,overcast clouds
586,Ascension,US,30.2169,-90.9001,84.2,93,1,0.0,clear sky
587,Mahon,ES,39.8885,4.2658,81.16,54,0,17.27,clear sky
588,Daru,PG,-9.0763,143.2092,76.26,89,100,16.75,overcast clouds
589,Auki,SB,-8.7676,160.7034,75.9,89,100,4.65,overcast clouds
590,Tianmen,CN,30.6516,113.1603,80.06,87,100,4.94,light rain
591,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.39,25,0,13.76,clear sky
592,Alta Floresta,BR,-9.8756,-56.0861,84.92,32,4,5.14,clear sky
593,Russell,US,32.3502,-85.1999,76.23,85,1,0.0,light intensity drizzle
594,Hualmay,PE,-11.0964,-77.6139,62.47,82,84,9.06,broken clouds
595,Vostok,RU,46.4856,135.8833,51.58,94,100,5.53,overcast clouds
596,Taman,RU,45.2117,36.7161,80.92,67,51,15.99,broken clouds
597,Rincon,US,32.296,-81.2354,81.86,88,20,0.0,few clouds
598,Tomarovka,RU,50.6834,36.2331,88.56,31,100,8.01,overcast clouds
599,Broken Hill,AU,-31.95,141.4333,49.87,60,0,7.16,clear sky
600,Lotofaga,WS,-13.9764,-171.8578,74.98,82,77,13.87,light rain
601,Rodrigues Alves,BR,-7.738,-72.6509,77.94,57,5,1.16,clear sky
602,Kokopo,PG,-4.352,152.2633,76.42,85,100,4.7,overcast clouds
603,Pakokku,MM,21.3333,95.1,88.79,62,98,14.07,overcast clouds
604,Birao,CF,10.2849,22.7882,82.18,68,72,7.83,light rain
605,Roma,US,43.2128,-75.4557,76.42,79,40,5.75,scattered clouds
606,Kargasok,RU,59.0556,80.8572,74.77,63,39,5.93,scattered clouds
607,Baniachang,BD,24.5167,91.3667,80.85,90,89,8.75,overcast clouds
608,Kudahuvadhoo,MV,2.6708,72.8944,83.5,73,100,14.2,overcast clouds
609,Castelfranco Veneto,IT,45.6761,11.926,89.64,61,40,9.22,scattered clouds
610,Senneterre,CA,48.3835,-77.2328,55.62,54,100,5.21,overcast clouds
611,Stellenbosch,ZA,-33.9346,18.8668,61.74,61,100,18.92,overcast clouds
612,Muli,MV,2.9167,73.5667,83.3,73,100,14.97,moderate rain
613,Amahai,ID,-3.3333,128.9167,77.32,86,100,2.66,light rain
614,Montague,US,42.5356,-72.5351,77.25,84,100,4.43,overcast clouds
615,Port Moresby,PG,-9.4431,147.1797,75.11,90,100,14.2,overcast clouds
616,Acheng,CN,45.5454,126.977,75.13,81,0,7.47,clear sky
617,Escuinapa,MX,22.85,-105.8,75.11,92,82,2.64,broken clouds
618,Bilma,NE,18.6853,12.9164,102.45,23,90,8.46,overcast clouds
619,Mareeba,AU,-17.0,145.4333,65.12,88,28,2.95,scattered clouds
620,Kim,TJ,40.208,70.4688,93.58,11,1,9.93,clear sky
621,Zarate,AR,-34.0981,-59.0286,55.11,73,100,13.49,overcast clouds
622,Lauria,IT,40.0465,15.8358,90.0,27,0,7.14,clear sky
623,Selma,US,36.5708,-119.6121,72.9,68,20,5.75,haze
624,Flin Flon,CA,54.7682,-101.865,62.44,94,90,0.0,mist
625,Georgiyevka,KZ,43.0369,74.7114,96.84,16,0,4.47,clear sky
626,Pulsano,IT,40.3821,17.3564,96.84,53,0,11.5,clear sky
627,Maryville,US,35.7565,-83.9705,73.85,93,40,4.61,scattered clouds
628,Novyy Urengoy,RU,66.0833,76.6333,77.38,44,24,11.12,few clouds
629,Ambilobe,MG,-13.2,49.05,80.47,53,32,7.99,scattered clouds
630,Half Moon Bay,US,37.4636,-122.4286,62.33,91,75,1.01,broken clouds
631,Kipit,PH,8.0461,122.5322,77.68,87,100,2.04,overcast clouds
632,Prescott,US,34.54,-112.4685,69.37,48,0,3.06,clear sky
633,Lac Du Bonnet,CA,50.2536,-96.0612,64.99,83,33,8.97,scattered clouds
634,Yar-Sale,RU,66.8333,70.8333,72.59,57,53,15.61,broken clouds
635,Luocheng,CN,29.3848,104.0286,75.45,96,100,3.67,light rain
636,Yulara,AU,-25.2406,130.9889,53.44,28,0,6.91,clear sky
637,Izhma,RU,65.0083,53.9113,64.71,44,22,6.96,few clouds
638,Kiama,AU,-34.6833,150.8667,55.99,77,100,3.49,overcast clouds
639,Campbellton,CA,48.0075,-66.6727,64.85,64,1,3.22,clear sky
640,Hambantota,LK,6.1241,81.1185,80.24,80,100,19.53,overcast clouds
641,Norden,DE,53.6,7.2,69.78,76,79,22.39,broken clouds
642,Shakawe,BW,-18.3667,21.85,87.42,7,0,7.27,clear sky
643,Kasama,ZM,-10.2129,31.1808,80.31,19,0,7.92,clear sky
644,Dakoro,NE,14.5106,6.765,92.21,43,32,15.64,scattered clouds
645,Myaundzha,RU,63.0494,147.1858,49.37,78,0,3.67,clear sky
646,Winton,US,37.3894,-120.6133,76.28,77,1,5.75,clear sky
647,Storforshei,NO,66.4043,14.5233,67.78,52,75,13.8,light rain
648,Safita,SY,34.8205,36.1153,85.51,60,0,20.8,clear sky
649,Chipata,ZM,-13.6333,32.65,80.35,24,0,6.55,clear sky
650,Xifeng,CN,42.7372,124.7222,69.85,79,0,4.7,clear sky
651,Knysna,ZA,-34.0363,23.0471,70.18,48,96,8.5,overcast clouds
652,Chipinge,ZW,-20.1883,32.6236,75.7,23,0,8.1,clear sky
653,Grand-Santi,GF,4.25,-54.3833,82.02,72,41,3.49,scattered clouds
